tweet_id,likes,user_likes,date_time,retweets
819924195358416896,13036,146140,2017-01-13 15:08:56,4932
819711362133872643,13508,146140,2017-01-13 01:03:12,3156
819588359383371776,9743,146140,2017-01-12 16:54:26,2013
819347104292290561,7289,146140,2017-01-12 00:55:47,1224
819238181065359361,2293,146140,2017-01-11 17:42:57,411
819227688460238848,23299,146140,2017-01-11 17:01:16,6809
819015337530290176,0,146140,2017-01-11 02:57:27,37298
819015331746349057,0,146140,2017-01-11 02:57:26,19186
819006400881917954,45783,146140,2017-01-11 02:21:57,19186
819004803107983360,87859,146140,2017-01-11 02:15:36,37298
818646164899774465,0,146140,2017-01-10 02:30:30,21285
818627210458333184,22646,146140,2017-01-10 01:15:10,7641
818614493328580609,9953,146140,2017-01-10 00:24:38,2605
818588835076603904,0,146140,2017-01-09 22:42:41,6235
818536468981415936,11029,146140,2017-01-09 19:14:36,2494
818307523543449600,0,146140,2017-01-09 04:04:51,8210
818259473185828864,11152,146140,2017-01-09 00:53:55,2299
818145370475810820,12419,146140,2017-01-08 17:20:31,2609
817908911860748288,4911,146140,2017-01-08 01:40:55,816
817827839487737858,52265,146140,2017-01-07 20:18:46,27435
817777686764523521,10877,146140,2017-01-07 16:59:28,2732
817536400337801217,11912,146140,2017-01-07 01:00:41,3011
817502432452313088,0,146140,2017-01-06 22:45:43,3442
817423860136083457,34252,146140,2017-01-06 17:33:29,14919
817415592588222464,5666,146140,2017-01-06 17:00:38,965
817181837579653120,0,146140,2017-01-06 01:31:47,8583
817171292965273600,8881,146140,2017-01-06 00:49:53,2053
817120970343411712,12357,146140,2017-01-05 21:29:55,2640
817056546584727552,8703,146140,2017-01-05 17:13:55,1671
816829038950027264,0,146140,2017-01-05 02:09:53,4778
816816676327063552,10135,146140,2017-01-05 01:20:46,2073
816697700272001025,9920,146140,2017-01-04 17:27:59,2226
816450570814898180,30824,146140,2017-01-04 01:05:59,8210
816336735214911488,8713,146140,2017-01-03 17:33:39,1975
816091915477250048,9042,146140,2017-01-03 01:20:49,2178
816062466425819140,0,146140,2017-01-02 23:23:48,1038
816014286006976512,0,146140,2017-01-02 20:12:21,5358
815990720817401858,5013,146140,2017-01-02 18:38:42,1038
815966073409433600,22711,146140,2017-01-02 17:00:46,8583
815745968457060357,0,146140,2017-01-02 02:26:09,4203
815736392542261248,9982,146140,2017-01-02 01:48:06,2296
815639385530101762,8338,146140,2017-01-01 19:22:38,1675
815390420867969024,10503,146140,2017-01-01 02:53:20,3859
814986499976527872,7752,146140,2016-12-31 00:08:17,1297
814638523311648768,11421,146140,2016-12-30 01:05:33,2740
814578408554463233,0,146140,2016-12-29 21:06:41,5933
814530161257443328,8765,146140,2016-12-29 17:54:58,1896
814153002265309185,29117,146140,2016-12-28 16:56:16,8819
813944609378369540,0,146140,2016-12-28 03:08:11,3237
813910438903693312,9417,146140,2016-12-28 00:52:25,1896
813812741911748608,36944,146140,2016-12-27 18:24:12,14208
813800681631023104,8426,146140,2016-12-27 17:36:16,1794
813217897535406080,18900,146140,2016-12-26 03:00:30,7423
813202720496779264,9375,146140,2016-12-26 02:00:11,1842
813187593374461952,20162,146140,2016-12-26 01:00:05,4443
813172488309972993,9414,146140,2016-12-26 00:00:03,1958
813157409116065792,7879,146140,2016-12-25 23:00:08,2249
813142292504645637,8595,146140,2016-12-25 22:00:04,2425
813130366689148928,4536,146140,2016-12-25 21:12:41,455
